"","chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","element_type","ep_next","ep_this","event_points","first_name","form","id","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","corners_and_indirect_freekicks_order","corners_and_indirect_freekicks_text","direct_freekicks_order","direct_freekicks_text","penalties_order","penalties_text","playername"
"59",100,100,230046,0,0,-1,1,0,3,"1.1","1.1",2,"Douglas Luiz","1.6",52,FALSE,"","2020-12-12T15:00:17.663312Z",49,"230046.jpg","2.4","Soares de Paulo","0.2",FALSE,NA,"a",2,7,31,21320,311,34561,406,"0.3","6.3","Douglas Luiz",1133,0,1,7,14,0,0,0,2,1,0,0,151,"159.4","165.4","67.0","39.4",179,70,87,60,199,106,159,82,NA,"",NA,"",NA,"","Douglas Luiz Soares de Paulo"
"60",75,0,88894,0,0,-1,1,1,3,"-0.4","0.0",0,"Ross","0.0",106,FALSE,"Hamstring injury - 75% chance of playing","2020-11-21T17:30:18.042216Z",59,"88894.jpg","4.0","Barkley","0.9",FALSE,NA,"d",2,7,32,465467,176,453722,2425,"0.0","5.4","Barkley",494,2,1,2,9,0,0,0,0,0,0,4,116,"148.8","223.9","205.0","57.8",192,77,55,36,69,37,74,41,2,"",2,"",NA,"","Ross Barkley"
"61",100,100,199796,0,0,0,0,0,2,"4.3","4.3",7,"Matthew","4.8",496,FALSE,"","2020-12-12T15:00:18.751526Z",50,"199796.jpg","4.0","Cash","0.9",FALSE,NA,"a",2,7,52,91072,12342,60476,2663,"1.0","10.4","Cash",1132,0,2,7,14,0,0,0,5,0,0,3,257,"265.0","160.8","46.0","47.2",73,24,91,22,245,72,117,26,NA,"",NA,"",NA,"","Matthew Cash"
"62",NA,NA,178301,0,0,1,-1,3,4,"3.1","3.1",2,"Ollie","3.6",514,FALSE,"",NA,61,"178301.jpg","4.8","Watkins","7.8",FALSE,NA,"a",2,7,67,1280839,34223,819042,22671,"0.6","11.0","Watkins",1260,6,4,8,14,0,0,1,1,0,0,6,213,"323.2","239.4","663.0","121.9",43,8,50,5,6,3,13,6,NA,"",NA,"",3,"","Ollie Watkins"
"63",100,100,110504,0,0,-1,1,1,3,"5.1","5.1",2,"Bertrand","5.6",540,FALSE,"","2020-11-01T14:30:23.727526Z",59,"110504.jpg","3.2","Traoré","0.3",FALSE,NA,"a",2,7,39,34666,4030,13378,2773,"0.9","6.6","Traoré",529,2,2,3,6,0,0,0,0,0,0,3,146,"160.4","153.5","249.0","56.4",178,69,101,69,55,29,82,48,4,"",NA,"",NA,"","Bertrand Traoré"
"64",NA,NA,232653,0,0,0,0,0,3,"0.5","0.5",1,"Jacob","1.0",554,FALSE,"",NA,45,"232653.jpg","1.5","Ramsey","0.1",FALSE,NA,"a",2,7,6,10295,217,7348,255,"0.2","1.3","Ramsey",112,0,0,1,0,0,0,0,0,0,0,0,12,"4.8","12.8","31.0","4.7",424,182,342,173,276,140,391,174,NA,"",NA,"",NA,"","Jacob Ramsey"
"65",0,0,20529,0,0,-2,2,0,4,"0.0","0.0",0,"Glenn","0.0",53,FALSE,"Joined Watford on loan until the end of the season on 1/9. - Expected back 01 Jul","2020-09-02T09:00:10.449975Z",48,"20529.jpg","0.0","Murray","0.1",FALSE,NA,"n",3,36,0,4893,15,17853,41,"0.0","0.0","Murray",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",573,65,564,68,552,68,576,68,NA,"",NA,"",NA,"","Glenn Murray"
"66",50,75,39155,0,0,-3,3,0,3,"0.5","0.4",0,"Adam","1.0",54,FALSE,"Groin Injury - 50% chance of playing","2020-12-27T18:30:27.020112Z",62,"39155.jpg","2.0","Lallana","0.3",FALSE,NA,"d",3,36,26,14017,20,80805,408,"0.2","4.2","Lallana",743,0,1,3,8,0,0,0,0,0,0,0,112,"85.4","195.8","117.0","39.4",273,116,67,47,135,74,160,83,5,"",NA,"",NA,"","Adam Lallana"
"67",NA,NA,60307,0,0,-2,2,0,3,"2.3","1.8",2,"Pascal","2.3",57,FALSE,"",NA,58,"60307.jpg","3.1","Groß","0.6",FALSE,NA,"a",3,36,43,107923,173,79019,4756,"0.4","7.4","Groß",713,2,2,1,12,0,0,0,1,0,0,6,180,"215.0","338.1","128.0","68.1",117,41,19,16,122,62,51,29,1,"",3,"",1,"","Pascal Groß"
"68",0,0,61933,0,0,-2,2,0,2,"0.0","0.0",0,"Shane","0.0",58,FALSE,"Joined Celtic on loan until the end of the season on 2/9. - Expected back 01 Jul","2020-09-02T09:00:10.465117Z",43,"61933.jpg","0.0","Duffy","0.0",FALSE,NA,"n",3,36,0,604,7,5236,18,"0.0","0.0","Duffy",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",494,192,477,192,451,181,498,192,NA,"",NA,"",NA,"","Shane Duffy"
"69",100,100,66242,0,0,-2,2,0,3,"0.3","-0.2",2,"Davy","0.3",59,FALSE,"","2020-12-04T02:00:20.275754Z",48,"66242.jpg","2.0","Pröpper","0.0",FALSE,NA,"a",3,36,2,1182,25,5960,38,"0.1","0.4","Pröpper",67,0,0,0,1,0,0,0,0,0,0,0,7,"4.0","1.0","43.0","4.8",429,185,407,188,252,130,388,173,NA,"",NA,"",NA,"","Davy Pröpper"
"70",0,0,74471,0,0,0,0,0,3,"0.0","0.0",0,"Aaron","0.0",60,FALSE,"Joined Shanghai SIPG on a permanent deal on 28/8","2020-08-29T10:00:06.731343Z",50,"74471.jpg","0.0","Mooy","0.0",FALSE,NA,"u",3,36,0,9979,3,11229,4,"0.0","0.0","Mooy",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",596,236,590,237,582,233,599,236,NA,"",NA,"",NA,"","Aaron Mooy"
"71",NA,NA,78916,0,0,-2,2,0,2,"0.5","0.0",2,"Dan","0.5",61,FALSE,"",NA,43,"78916.jpg","1.7","Burn","0.3",FALSE,NA,"a",3,36,15,11054,320,42127,360,"0.1","3.5","Burn",663,0,0,1,10,0,0,0,2,0,0,0,88,"84.4","47.8","45.0","17.8",277,107,243,62,247,74,286,92,NA,"",NA,"",NA,"","Dan Burn"
"72",100,100,83299,0,0,-2,2,1,2,"3.0","2.5",1,"Lewis","3.0",62,FALSE,"","2020-10-18T15:00:19.802843Z",48,"83299.jpg","2.2","Dunk","2.6",FALSE,NA,"a",3,36,28,98285,2228,484406,2356,"0.6","5.8","Dunk",1170,1,0,2,22,1,0,0,4,1,0,4,186,"239.6","47.8","156.0","44.4",95,36,244,63,93,10,143,36,NA,"",1,"",NA,"","Lewis Dunk"
"73",0,0,86153,0,0,0,0,0,2,"0.0","0.0",0,"Martín","0.0",63,FALSE,"Joined Real Betis on a permanent deal on 25/8","2020-08-25T16:00:07.591453Z",45,"86153.jpg","0.0","Montoya","0.0",FALSE,NA,"u",3,36,0,180,1,992,5,"0.0","0.0","Montoya",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",537,205,522,205,505,199,540,205,NA,"",NA,"",NA,"","Martín Montoya"
"74",0,0,93284,0,0,-2,2,0,4,"0.0","0.0",0,"Florin","0.0",64,FALSE,"Knee injury - Unknown return date","2020-09-12T09:00:10.364918Z",48,"93284.jpg","0.0","Andone","0.1",FALSE,NA,"i",3,36,0,11884,45,29407,53,"0.0","0.0","Andone",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",580,67,572,70,560,70,583,70,NA,"",NA,"",NA,"","Florin Andone"
"75",100,100,109345,0,0,0,0,1,3,"2.8","2.3",1,"Solomon","2.8",65,FALSE,"","2020-11-26T14:00:20.548223Z",50,"109345.jpg","3.6","March","1.5",FALSE,NA,"a",3,36,54,251333,5512,154423,6289,"0.6","10.8","March",1222,2,2,3,22,0,0,0,0,0,0,6,226,"280.8","292.9","212.0","78.6",59,18,27,20,66,36,39,25,2,"",5,"",NA,"","Solomon March"
"76",NA,NA,110735,0,0,-1,1,0,2,"2.0","1.5",2,"Adam","2.0",66,FALSE,"",NA,44,"110735.jpg","2.3","Webster","1.6",FALSE,NA,"a",3,36,34,80295,1742,154650,2575,"0.5","7.7","Webster",1350,0,0,3,22,0,0,0,1,0,0,0,209,"209.6","60.9","176.0","44.6",124,49,209,51,83,6,141,34,NA,"",NA,"",NA,"","Adam Webster"
"77",NA,NA,111478,0,0,-2,2,1,2,"1.0","0.5",2,"Joël","1.0",67,FALSE,"",NA,43,"111478.jpg","1.8","Veltman","0.5",FALSE,NA,"a",3,36,20,48199,726,43583,1469,"0.2","4.7","Veltman",769,0,0,1,13,0,0,0,1,0,0,3,136,"171.4","102.7","10.0","28.5",165,64,162,35,341,128,222,69,NA,"",NA,"",NA,"","Joël Veltman"
"78",100,100,115382,0,0,-4,4,1,4,"2.2","1.7",1,"Neal","2.2",68,FALSE,"","2020-11-28T15:00:19.358197Z",61,"115382.jpg","3.7","Maupay","2.0",FALSE,NA,"a",3,36,52,643986,3868,678804,3800,"0.4","8.5","Maupay",1026,5,1,2,20,0,0,1,0,0,0,6,164,"235.6","132.8","535.0","90.0",103,12,121,14,14,8,29,10,NA,"",NA,"",2,"","Neal Maupay"
"79",100,100,116216,0,0,-2,2,0,3,"1.7","1.2",1,"Leandro","1.7",69,FALSE,"","2020-11-07T00:00:21.373051Z",58,"116216.jpg","3.0","Trossard","0.7",FALSE,NA,"a",3,36,39,254214,194,263170,1320,"0.3","6.7","Trossard",934,1,2,3,17,0,0,0,1,0,0,2,126,"127.8","330.1","215.0","67.0",216,86,20,17,64,34,53,30,3,"",NA,"",NA,"","Leandro Trossard"
"80",NA,NA,131897,0,0,-2,2,0,1,"0.5","0.0",0,"Mathew","0.5",70,FALSE,"",NA,43,"131897.jpg","2.3","Ryan","10.2",FALSE,NA,"a",3,36,25,427308,4752,891169,30045,"0.1","5.8","Ryan",990,0,0,2,19,0,0,0,1,0,16,0,161,"132.4","0.3","0.0","13.2",211,20,418,5,459,32,318,20,NA,"",NA,"",NA,"","Mathew Ryan"
"81",100,100,165210,0,0,-1,1,0,3,"1.0","0.5",1,"Alireza","1.0",71,FALSE,"","2020-09-30T21:00:17.370674Z",54,"165210.jpg","1.2","Jahanbakhsh","0.0",FALSE,NA,"a",3,36,13,1617,24,4079,34,"0.2","2.4","Jahanbakhsh",249,0,1,0,6,0,0,0,2,0,0,0,62,"51.4","94.5","143.0","28.8",327,143,169,107,106,56,218,103,NA,"",NA,"",NA,"","Alireza Jahanbakhsh"
"82",0,0,167473,0,0,0,0,0,3,"0.0","0.0",0,"José","0.0",72,FALSE,"Hamstring injury - Unknown return date","2020-08-15T10:00:11.482611Z",55,"167473.jpg","0.0","Izquierdo","0.0",FALSE,NA,"i",3,36,0,9975,15,9994,14,"0.0","0.0","Izquierdo",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",606,244,605,244,603,243,608,244,NA,"",NA,"",NA,"","José Izquierdo"
"83",0,0,178173,0,0,-1,1,0,2,"0.0","0.0",0,"Matthew","0.0",73,FALSE,"Joined Derby County on loan until the end of the season on 26/8. - Expected back 01 Jul","2020-08-26T10:30:05.746418Z",44,"178173.jpg","0.0","Clarke","0.0",FALSE,NA,"n",3,36,0,292,3,638,6,"0.0","0.0","Clarke",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",525,204,509,204,489,197,529,204,NA,"",NA,"",NA,"","Matthew Clarke"
"84",100,100,198869,0,0,-1,1,0,2,"1.8","1.3",0,"Ben","1.8",74,FALSE,"","2020-09-14T21:30:11.221083Z",44,"198869.jpg","2.1","White","1.3",FALSE,NA,"a",3,36,32,82220,1463,107732,3232,"0.4","7.3","White",1309,0,0,3,24,0,0,0,2,0,0,0,217,"219.8","76.0","12.0","30.9",116,45,190,42,336,125,207,63,NA,"",NA,"",NA,"","Ben White"
"85",NA,NA,209362,0,0,-1,1,0,2,"0.3","-0.2",2,"Bernardo","0.3",75,FALSE,"",NA,39,"209362.jpg","1.5","Fernandes da Silva Junior","7.6",FALSE,NA,"a",3,36,3,284923,3259,612852,8476,"0.1","0.8","Bernardo",115,0,0,0,2,0,0,0,0,0,0,0,17,"12.6","29.8","69.0","11.1",405,159,286,87,196,50,334,121,NA,"",NA,"",NA,"","Bernardo Fernandes da Silva Junior"
"86",100,100,227127,0,0,0,0,0,3,"2.0","1.5",2,"Yves","2.0",76,FALSE,"","2020-09-20T15:30:14.517426Z",45,"227127.jpg","2.2","Bissouma","3.0",FALSE,NA,"a",3,36,33,299865,4167,375245,7147,"0.4","7.3","Bissouma",1329,1,0,3,22,0,0,0,4,1,0,2,206,"228.0","129.7","102.0","45.7",108,39,123,80,151,83,131,70,NA,"",2,"",NA,"","Yves Bissouma"
"87",25,0,232792,0,0,2,-2,0,2,"0.3","0.0",0,"Tariq","1.2",77,FALSE,"Hamstring injury - 25% chance of playing","2020-12-18T14:00:20.367107Z",47,"232792.jpg","3.2","Lamptey","6.5",FALSE,NA,"d",3,36,35,1216828,796,970200,42776,"0.3","7.4","Lamptey",887,1,3,2,15,0,0,0,2,1,0,2,156,"147.8","162.9","156.0","46.7",193,75,89,21,92,9,122,27,NA,"",NA,"",NA,"","Tariq Lamptey"
"88",100,75,233425,-1,1,-3,3,0,4,"0.8","0.2",0,"Aaron","0.8",78,FALSE,"","2020-12-27T18:30:27.106728Z",52,"233425.jpg","2.5","Connolly","0.4",FALSE,NA,"a",3,36,25,74748,262,94037,935,"0.2","4.8","Connolly",531,1,1,1,10,0,0,0,0,0,0,2,51,"61.8","59.4","167.0","28.7",311,36,210,34,87,34,219,35,NA,"",NA,"",NA,"","Aaron Connolly"
"89",NA,NA,235382,0,0,-2,2,0,3,"0.8","0.3",0,"Steven","0.8",79,FALSE,"",NA,43,"235382.jpg","1.8","Alzate","1.0",FALSE,NA,"a",3,36,14,157611,8577,118598,4667,"0.2","3.3","Alzate",520,0,0,2,13,0,0,0,1,0,0,0,74,"61.0","105.0","29.0","19.6",312,134,157,99,284,145,277,130,NA,"",NA,"",NA,"","Steven Alzate"
"90",100,100,243016,0,0,-2,2,0,3,"0.5","0.0",2,"Alexis","0.5",80,FALSE,"","2020-12-10T14:30:18.486416Z",53,"243016.jpg","2.8","Mac Allister","0.0",FALSE,NA,"a",3,36,14,2611,15,5428,29,"0.1","2.6","Mac Allister",127,1,0,0,2,0,0,0,0,0,0,3,36,"45.4","15.5","26.0","8.5",335,147,330,169,293,152,352,157,4,"",4,"",NA,"","Alexis Mac Allister"
"91",100,100,108813,0,0,0,0,0,1,"0.0","-0.5",0,"Christian","0.0",503,FALSE,"","2020-09-12T09:00:11.155698Z",40,"108813.jpg","0.0","Walton","1.2",FALSE,NA,"a",3,36,0,37308,1708,63574,1141,"0.0","0.0","Walton",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",469,40,450,16,419,12,473,40,NA,"",NA,"",NA,"","Christian Walton"
"92",NA,NA,49262,0,0,0,0,0,1,"0.0","-0.5",0,"Jason","0.0",528,FALSE,"",NA,40,"49262.jpg","0.0","Steele","0.8",FALSE,NA,"a",3,36,0,74136,642,31914,1237,"0.0","0.0","Steele",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",465,36,446,12,415,8,469,36,NA,"",NA,"",NA,"","Jason Steele"
"93",NA,NA,220738,0,0,0,0,0,3,"0.0","-0.5",0,"Jayson","0.0",550,FALSE,"",NA,45,"220738.jpg","1.0","Molumby","0.0",FALSE,NA,"a",3,36,1,2037,29,1560,44,"0.0","0.2","Molumby",1,0,0,0,0,0,0,0,0,0,0,0,3,"0.0","0.0","0.0","0.0",547,210,535,211,518,204,550,210,NA,"",NA,"",NA,"","Jayson Molumby"
"94",NA,NA,204676,0,0,0,0,0,4,"0.2","-0.3",0,"Andi","0.2",574,FALSE,"",NA,50,"204676.jpg","1.0","Zeqiri","0.0",FALSE,NA,"a",3,36,1,4685,217,3627,190,"0.0","0.2","Zeqiri",18,0,0,0,0,0,0,0,0,0,0,0,3,"0.0","4.3","14.0","1.8",598,71,380,54,330,51,422,54,NA,"",NA,"",NA,"","Andi Zeqiri"
"95",75,100,50175,0,0,0,0,1,4,"2.4","2.7",0,"Danny","3.2",588,FALSE,"Knee injury - 75% chance of playing","2020-12-30T00:00:15.304730Z",55,"50175.jpg","4.0","Welbeck","1.4",FALSE,NA,"d",3,36,36,184491,3621,83824,13096,"0.6","6.5","Welbeck",620,2,2,2,9,0,0,0,0,0,0,6,114,"111.8","94.8","256.0","46.3",238,29,168,27,54,26,126,28,NA,"",NA,"",NA,"","Danny Welbeck"
"96",NA,NA,215059,0,0,-1,1,0,1,"2.3","1.8",2,"Robert","2.3",597,FALSE,"",NA,44,"215059.jpg","3.0","Sánchez","0.5",FALSE,NA,"a",3,36,15,45043,7098,9022,1778,"0.5","3.4","Sánchez",450,0,0,1,6,0,0,0,0,0,12,2,84,"109.4","0.0","0.0","11.0",244,21,511,43,492,40,336,21,NA,"",NA,"",NA,"","Robert Sánchez"
"97",100,100,40845,0,0,-2,2,0,3,"0.3","-0.2",1,"Dale","0.3",55,FALSE,"","2020-11-06T20:30:19.624560Z",43,"40845.jpg","1.4","Stephens","4.8",FALSE,NA,"a",4,90,7,279894,7461,824032,7840,"0.1","1.6","Stephens",229,0,0,0,4,0,0,0,0,0,0,0,31,"28.8","7.9","41.0","7.8",368,157,365,178,258,133,359,161,NA,"",NA,"",NA,"","Dale Stephens"
"98",100,100,17761,0,0,-2,2,0,2,"4.2","3.7",8,"James","4.2",81,FALSE,"","2020-09-17T22:00:10.017429Z",53,"17761.jpg","3.5","Tarkowski","2.4",FALSE,NA,"a",4,90,46,75474,6651,293419,2538,"0.8","8.7","Tarkowski",1170,0,0,6,15,0,0,0,2,0,0,2,196,"249.2","55.8","137.0","44.5",87,32,217,54,115,19,142,35,NA,"",NA,"",NA,"","James Tarkowski"
"99",100,100,17997,0,0,0,0,0,2,"0.0","-0.5",0,"Phil","0.0",82,FALSE,"","2020-11-29T21:30:18.549331Z",45,"17997.jpg","0.3","Bardsley","0.2",FALSE,NA,"a",4,90,1,11263,90,39587,214,"0.0","0.2","Bardsley",270,0,0,0,8,0,0,0,2,0,0,0,24,"31.4","12.9","6.0","5.1",363,141,341,122,364,139,385,145,NA,"",NA,"",NA,"","Phil Bardsley"
"100",100,100,39487,0,0,-2,2,0,2,"2.0","1.5",8,"Erik","2.0",83,FALSE,"","2020-10-22T13:30:13.791092Z",43,"39487.jpg","2.2","Pieters","0.3",FALSE,NA,"a",4,90,18,25499,4225,89415,617,"0.5","4.2","Pieters",354,0,0,2,6,1,0,0,0,0,0,2,66,"24.8","17.7","37.0","7.8",377,148,324,113,264,81,358,130,NA,"",NA,"",NA,"","Erik Pieters"
"101",0,0,40145,0,0,0,0,0,3,"0.0","0.0",0,"Jack","0.0",84,FALSE,"Lack of match fitness - Expected back 16 Jan","2020-08-15T10:00:11.504829Z",50,"40145.jpg","0.0","Cork","0.0",FALSE,NA,"i",4,90,0,10329,8,10944,9,"0.0","0.0","Cork",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",594,234,587,235,578,231,597,234,NA,"",NA,"",NA,"","Jack Cork"
"102",100,100,41674,0,0,-2,2,0,2,"0.0","-0.5",0,"Kevin","0.0",85,FALSE,"","2020-10-12T20:30:21.362818Z",43,"41674.jpg","1.8","Long","0.2",FALSE,NA,"a",4,90,11,10706,116,16970,234,"0.0","2.6","Long",540,0,0,1,12,0,0,0,2,0,0,1,76,"94.2","11.5","16.0","12.2",265,102,351,126,321,114,328,116,NA,"",NA,"",NA,"","Kevin Long"
"103",100,100,44683,0,0,-2,2,0,4,"1.0","0.5",0,"Jay","1.0",86,FALSE,"","2020-09-24T00:00:15.736033Z",58,"44683.jpg","1.4","Rodriguez","0.3",FALSE,NA,"a",4,90,17,13233,220,52411,344,"0.2","2.9","Rodriguez",553,0,1,2,12,0,0,0,3,0,0,0,47,"36.6","54.8","112.0","20.0",357,41,222,38,143,40,274,41,NA,"",NA,"",3,"","Jay Rodriguez"
"104",100,100,44699,0,0,0,0,0,4,"2.3","1.8",2,"Ashley","2.3",87,FALSE,"","2020-09-07T00:30:12.603985Z",60,"44699.jpg","2.1","Barnes","0.2",FALSE,NA,"a",4,90,25,19190,1840,17370,846,"0.4","4.2","Barnes",781,1,0,4,13,0,0,0,2,0,0,2,40,"68.2","128.1","298.0","49.1",299,35,129,17,46,23,104,25,NA,"",NA,"",1,"","Ashley Barnes"
"105",100,100,51927,0,0,-1,1,1,2,"5.7","5.2",15,"Ben","5.7",88,FALSE,"","2020-09-07T00:30:12.617922Z",49,"51927.jpg","5.3","Mee","0.7",FALSE,NA,"a",4,90,48,53756,25801,29149,2156,"1.2","9.8","Mee",810,1,0,5,8,0,0,0,0,0,0,6,185,"214.4","12.6","98.0","32.7",119,47,345,123,155,30,195,57,NA,"",NA,"",NA,"","Ben Mee"
"106",NA,NA,60551,0,0,-2,2,0,3,"3.3","2.8",3,"Ashley","3.3",89,FALSE,"",NA,53,"60551.jpg","3.1","Westwood","0.6",FALSE,NA,"a",4,90,46,32047,1193,55381,1400,"0.6","8.7","Westwood",1350,1,2,6,20,0,0,0,3,0,0,2,239,"207.2","343.7","74.0","62.5",127,45,17,14,193,103,64,38,1,"",4,"",NA,"","Ashley Westwood"
"107",25,25,60586,0,0,-1,1,0,3,"0.0","-0.1",0,"Johann Berg","0.0",90,FALSE,"Lack of match fitness - 25% chance of playing","2020-12-11T16:00:20.140410Z",54,"60586.jpg","2.2","Gudmundsson","0.0",FALSE,NA,"d",4,90,9,10267,6,14451,23,"0.0","1.7","Gudmundsson",239,0,0,2,2,0,0,0,0,0,0,0,26,"14.4","32.0","24.0","7.1",401,172,282,156,299,155,364,163,3,"",3,"",NA,"","Johann Berg Gudmundsson"
"108",NA,NA,60689,0,0,-3,3,0,4,"3.2","2.7",2,"Chris","3.2",91,FALSE,"",NA,62,"60689.jpg","3.1","Wood","1.7",FALSE,NA,"a",4,90,47,169443,7662,208182,4087,"0.5","7.6","Wood",1289,3,0,6,19,0,0,0,0,0,0,5,98,"165.6","140.8","446.0","74.4",171,20,112,12,21,9,47,15,NA,"",NA,"",1,"","Chris Wood"
"109",100,100,68983,0,0,-1,1,0,2,"4.2","3.7",5,"Matthew","4.2",92,FALSE,"","2020-09-30T20:00:20.120303Z",44,"68983.jpg","3.5","Lowton","0.9",FALSE,NA,"a",4,90,39,70022,16002,17649,2607,"1.0","8.9","Lowton",990,0,0,5,12,0,0,0,2,0,0,2,184,"164.2","58.0","21.0","24.4",173,68,212,52,306,102,253,81,NA,"",NA,"",NA,"","Matthew Lowton"
"110",25,25,81183,0,0,-2,2,0,4,"0.1","-0.1",0,"Matej","0.3",93,FALSE,"Back injury - 25% chance of playing","2020-12-22T01:00:16.206209Z",48,"81183.jpg","1.1","Vydra","0.5",FALSE,NA,"d",4,90,9,76100,124,96600,1246,"0.1","1.9","Vydra",167,0,0,0,2,0,0,0,0,0,0,0,26,"12.6","28.5","88.0","12.9",407,46,291,44,173,43,321,43,NA,"",NA,"",NA,"","Matej Vydra"
"111",0,0,83312,0,0,-1,1,0,2,"0.0","0.0",0,"Ben","0.0",94,FALSE,"Joined Norwich City on loan until the end of the season on 4/9. - Expected back 01 Jul","2020-09-05T11:00:07.592134Z",39,"83312.jpg","0.0","Gibson","0.1",FALSE,NA,"n",4,90,0,5839,18,17513,142,"0.0","0.0","Gibson",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",450,173,431,173,396,153,454,173,NA,"",NA,"",NA,"","Ben Gibson"
"112",100,75,90517,0,0,0,0,0,3,"3.8","2.5",6,"Robbie","3.8",95,FALSE,"","2020-12-22T01:00:16.233135Z",50,"90517.jpg","3.0","Brady","0.1",FALSE,NA,"a",4,90,30,5332,935,6561,252,"0.8","6.0","Brady",606,1,1,5,2,0,0,0,2,0,0,3,106,"128.0","103.3","77.0","30.9",215,85,161,102,187,102,208,99,4,"",5,"",NA,"","Robbie Brady"
"113",100,100,98747,0,0,-1,1,2,1,"6.0","5.5",6,"Nick","6.0",96,FALSE,"","2020-11-26T14:00:20.660503Z",54,"98747.jpg","5.4","Pope","10.4",FALSE,NA,"a",4,90,75,306294,19726,682060,8395,"1.1","13.9","Pope",1260,0,0,6,15,0,0,0,0,0,51,14,295,"387.4","10.0","0.0","39.7",17,6,362,4,599,67,156,5,NA,"",NA,"",NA,"","Nick Pope"
"114",50,100,103914,1,-1,1,-1,0,2,"1.9","3.2",1,"Charlie","3.7",97,FALSE,"Muscle injury - 50% chance of playing","2020-12-29T20:00:14.011333Z",46,"103914.jpg","3.4","Taylor","7.2",FALSE,NA,"d",4,90,51,586731,15961,365655,55002,"0.8","11.1","Taylor",1268,0,2,5,20,0,0,0,1,0,0,3,251,"252.6","136.7","35.0","42.4",83,30,116,27,268,84,150,39,NA,"",NA,"",NA,"","Charlie Taylor"
"115",100,100,172782,0,0,-1,1,0,3,"2.5","2.0",3,"Josh","2.5",98,FALSE,"","2020-11-29T21:30:18.607071Z",49,"172782.jpg","2.4","Brownhill","0.1",FALSE,NA,"a",4,90,33,4677,214,4704,167,"0.5","6.7","Brownhill",1260,0,0,6,15,0,0,0,1,0,0,0,170,"190.6","137.3","146.0","47.6",148,55,115,77,103,54,113,61,NA,"",1,"",NA,"","Josh Brownhill"
"116",100,100,220037,0,0,0,0,0,1,"0.0","-0.5",0,"Bailey","0.0",99,FALSE,"","2020-10-15T09:00:16.232697Z",40,"220037.jpg","0.0","Peacock-Farrell","1.6",FALSE,NA,"a",4,90,0,70281,1912,52360,1843,"0.0","0.0","Peacock-Farrell",90,0,0,0,5,0,0,0,0,0,1,0,9,"6.4","0.0","0.0","0.6",423,28,457,21,426,17,436,28,NA,"",NA,"",NA,"","Bailey Peacock-Farrell"
"117",75,75,433154,0,0,-3,3,0,3,"1.4","1.0",0,"Dwight","1.8",100,FALSE,"Groin Injury - 75% chance of playing","2020-12-22T01:00:16.249461Z",57,"433154.jpg","2.6","McNeil","0.3",FALSE,NA,"d",4,90,34,18550,31,57524,574,"0.3","6.0","McNeil",1166,0,1,6,18,0,0,0,1,0,0,0,151,"166.4","256.4","50.0","47.4",170,67,39,28,232,120,116,62,2,"",6,"",NA,"","Dwight McNeil"
"118",NA,NA,218023,0,0,-1,1,0,2,"0.0","-0.5",0,"Jimmy","0.0",519,FALSE,"",NA,39,"218023.jpg","4.0","Dunne","5.7",FALSE,NA,"a",4,90,8,840730,1931,520802,16486,"0.0","2.1","Dunne",180,1,0,0,5,0,0,0,0,0,0,0,35,"66.2","21.2","38.0","12.6",303,116,311,102,262,80,323,112,NA,"",NA,"",NA,"","Jimmy Dunne"
"119",NA,NA,461102,-1,1,-1,1,0,2,"0.0","-0.5",0,"Bobby","0.0",520,FALSE,"",NA,39,"461102.jpg","0.0","Thomas","0.5",FALSE,NA,"a",4,90,0,30970,3178,30604,1009,"0.0","0.0","Thomas",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",456,179,437,179,404,161,460,179,NA,"",NA,"",NA,"","Bobby Thomas"
